Sp.;Size;Number;Type;Morfology;Sample;Label_wet;Area_wet;StdDev_wet;X_wet;Y_wet;XM_wet;YM_wet;Perim._wet;BX_wet;BY_wet;Width_wet;Height_wet;Major_wet;Minor_wet;Angle_wet;Circ._wet;AR_wet;Round_wet;Solidity_wet;Feret_wet;FeretAngle_wet;MinFeret_wet;FeretX_wet;FeretY_wet;IntDen_wet;RawIntDen_wet;Median_wet;Skew_wet;Kurt_wet;%Area_wet;Slice_wet;Label_dry;Area_dry;StdDev_dry;X_dry;Y_dry;XM_dry;YM_dry;Perim._dry;BX_dry;BY_dry;Width_dry;Height_dry;Major_dry;Minor_dry;Angle_dry;Circ._dry;AR_dry;Round_dry;Solidity_dry;Feret_dry;FeretAngle_dry;MinFeret_dry;FeretX_dry;FeretY_dry;IntDen_dry;RawIntDen_dry;Median_dry;Skew_dry;Kurt_dry;%Area_dry;Slice_dry;Index of viability;Number shoots;Index1;Index2;Index of contamination
H. aureum;Large;17;S;햜ice;H. aureum Large;HOGH17.jpg;9,28E-03;3,03E+01;1,61E-01;1,28E-01;1,56E-01;1,29E-01;6,07E-01;7,74E-02;6,67E-02;1,55E-01;1,25E-01;1,23E-01;9,65E-02;4,09E+01;3,17E-01;1,27E+00;7,87E-01;7,13E-01;1,62E-01;2,27E+01;1,17E-01;7,40E+01;1,71E+02;9,12E-01;7,89E+05;1,00E+02;-7,95E-02;-5,44E-01;0,00E+00;1,00E+00;HOGS17.jpg;6,22E-03;2,25E+01;1,69E-01;1,41E-01;1,68E-01;1,40E-01;4,00E-01;1,03E-01;1,06E-01;1,41E-01;7,04E-02;1,34E-01;5,89E-02;1,63E+02;4,87E-01;2,28E+00;4,38E-01;9,20E-01;1,47E-01;1,63E+02;5,86E-02;9,20E+01;1,02E+02;7,48E-01;5,99E+05;1,20E+02;-2,59E-02;-7,44E-01;0,00E+00;1,00E+00;6;0;8,75;8,75;3
H. aureum;Large;18;S;F. Intermedio;H. aureum Large;HOGH18.jpg;7,83E-03;2,56E+01;1,55E-01;1,34E-01;1,51E-01;1,37E-01;4,50E-01;9,46E-02;8,28E-02;1,25E-01;1,04E-01;1,07E-01;9,33E-02;2,71E+01;4,85E-01;1,15E+00;8,73E-01;8,62E-01;1,29E-01;1,40E+01;9,92E-02;8,80E+01;1,48E+02;7,38E-01;6,38E+05;9,20E+01;9,81E-01;2,17E+00;0,00E+00;1,00E+00;HOGS18.jpg;7,25E-03;2,31E+01;1,33E-01;1,32E-01;1,31E-01;1,32E-01;6,18E-01;7,08E-02;7,52E-02;1,23E-01;9,84E-02;1,10E-01;8,42E-02;1,58E+02;2,39E-01;1,30E+00;7,67E-01;7,84E-01;1,30E-01;1,57E+02;9,84E-02;6,50E+01;1,00E+02;8,07E-01;6,60E+05;1,12E+02;-3,78E-01;-1,74E-01;0,00E+00;1,00E+00;5;12;6,75;6,75;3
H. aureum;Large;19;S;F. Intermedio;H. aureum Large;HOGH19.jpg;1,56E-02;1,90E+01;2,04E-01;1,80E-01;2,06E-01;1,77E-01;1,01E+00;9,04E-02;1,10E-01;2,44E-01;1,54E-01;2,23E-01;8,89E-02;2,38E+01;1,91E-01;2,51E+00;3,98E-01;7,36E-01;2,54E-01;3,45E+01;1,16E-01;8,60E+01;2,39E+02;1,06E+00;8,97E+05;6,60E+01;2,99E-01;-2,82E-01;0,00E+00;1,00E+00;HOGS19.jpg;1,28E-02;2,79E+01;2,45E-01;1,22E-01;2,37E-01;1,20E-01;6,52E-01;1,18E-01;6,47E-02;2,35E-01;1,01E-01;2,16E-01;7,56E-02;1,54E+01;3,78E-01;2,85E+00;3,51E-01;8,56E-01;2,36E-01;5,79E+00;8,97E-02;1,04E+02;1,27E+02;1,07E+00;8,28E+05;8,10E+01;1,46E-01;-8,98E-01;0,00E+00;1,00E+00;6;6;7,75;7,75;3
H. aureum;Large;20;S;F. Intermedio;H. aureum Large;HOGH20.jpg;9,29E-03;1,70E+01;1,53E-01;1,48E-01;1,52E-01;1,46E-01;5,31E-01;6,88E-02;8,68E-02;1,66E-01;1,10E-01;1,52E-01;7,77E-02;1,61E+02;4,14E-01;1,96E+00;5,10E-01;8,35E-01;1,75E-01;1,61E+02;1,00E-01;6,50E+01;1,18E+02;5,58E-01;4,98E+05;6,10E+01;4,75E-01;1,61E+00;0,00E+00;1,00E+00;HOGS20.jpg;6,85E-03;2,90E+01;1,38E-01;1,85E-01;1,28E-01;1,81E-01;4,32E-01;4,79E-02;1,46E-01;1,78E-01;8,06E-02;1,79E-01;4,88E-02;1,63E+02;4,61E-01;3,67E+00;2,72E-01;8,75E-01;1,88E-01;1,61E+02;5,47E-02;4,40E+01;1,49E+02;6,04E-01;5,10E+05;8,40E+01;6,84E-01;2,09E-01;0,00E+00;1,00E+00;5;18;6,75;6,75;3
H. aureum;Large;21;S;F. Intermedio;H. aureum Large;HOGH21.jpg;1,46E-02;3,07E+01;1,70E-01;1,48E-01;1,67E-01;1,47E-01;5,68E-01;6,25E-02;9,48E-02;2,22E-01;1,18E-01;2,27E-01;8,21E-02;2,16E+01;5,69E-01;2,77E+00;3,62E-01;9,53E-01;2,34E-01;1,81E+01;8,63E-02;5,60E+01;1,57E+02;1,46E+00;1,17E+06;1,00E+02;2,90E-01;1,03E-01;0,00E+00;1,00E+00;HOGS21.jpg;9,67E-03;2,67E+01;1,45E-01;1,19E-01;1,49E-01;1,20E-01;5,03E-01;7,11E-02;5,02E-02;1,51E-01;1,40E-01;1,88E-01;6,54E-02;1,39E+02;4,79E-01;2,88E+00;3,48E-01;9,21E-01;1,92E-01;1,36E+02;6,92E-02;8,00E+01;4,80E+01;8,73E-01;7,99E+05;9,30E+01;-2,69E-01;-3,67E-01;0,00E+00;1,00E+00;3;1;4,75;4,75;3
H. aureum;Large;22;S;F. Apical;H. aureum Large;HOGH22.jpg;2,17E-02;1,74E+01;1,59E-01;1,18E-01;1,52E-01;1,23E-01;9,59E-01;5,20E-02;6,50E-03;2,03E-01;2,05E-01;1,85E-01;1,49E-01;4,00E+01;2,97E-01;1,24E+00;8,07E-01;7,82E-01;2,27E-01;6,39E+01;1,60E-01;6,00E+01;1,94E+02;1,48E+00;1,26E+06;6,50E+01;1,05E+00;1,39E+00;0,00E+00;1,00E+00;HOGS22.jpg;9,54E-03;4,32E+01;1,66E-01;1,11E-01;1,59E-01;1,09E-01;5,01E-01;4,71E-02;8,03E-02;2,28E-01;5,89E-02;2,34E-01;5,20E-02;4,79E+00;4,77E-01;4,50E+00;2,22E-01;9,61E-01;2,29E-01;5,90E+00;5,19E-02;4,40E+01;1,13E+02;1,22E+00;1,06E+06;1,22E+02;2,99E-01;-8,68E-01;0,00E+00;1,00E+00;6;12;8;8;2
H. aureum;Large;23;S;F. Intermedio;H. aureum Large;HOGH23.jpg;1,96E-02;2,37E+01;2,39E-01;1,53E-01;2,40E-01;1,50E-01;9,93E-01;8,99E-02;7,41E-02;2,79E-01;1,34E-01;2,57E-01;9,69E-02;1,60E+01;2,49E-01;2,65E+00;3,77E-01;7,73E-01;2,83E-01;1,74E+01;1,26E-01;8,80E+01;1,85E+02;1,43E+00;1,27E+06;7,00E+01;9,98E-01;1,61E+00;0,00E+00;1,00E+00;HOGS23.jpg;1,37E-02;2,68E+01;1,85E-01;1,79E-01;1,84E-01;1,75E-01;6,73E-01;5,79E-02;1,19E-01;2,53E-01;1,06E-01;2,47E-01;7,07E-02;1,66E+02;3,81E-01;3,49E+00;2,86E-01;8,12E-01;2,68E-01;1,61E+02;8,34E-02;5,40E+01;1,18E+02;1,16E+00;1,01E+06;8,70E+01;-3,17E-01;-5,49E-01;0,00E+00;1,00E+00;2;5;3,75;3,75;3
H. aureum;Large;24;S;햜ice;H. aureum Large;HOGH24.jpg;1,74E-02;1,75E+01;1,62E-01;1,00E-01;1,62E-01;1,01E-01;7,78E-01;6,61E-02;4,40E-02;1,94E-01;1,27E-01;1,84E-01;1,21E-01;2,17E+00;3,60E-01;1,52E+00;6,57E-01;8,55E-01;2,00E-01;1,73E+01;1,26E-01;6,00E+01;1,16E+02;1,59E+00;1,31E+06;8,90E+01;1,43E+00;4,91E+00;0,00E+00;1,00E+00;HOGS24.jpg;9,93E-03;3,52E+01;1,49E-01;1,76E-01;1,44E-01;1,71E-01;6,20E-01;6,71E-02;1,09E-01;1,68E-01;1,19E-01;1,80E-01;7,04E-02;1,51E+02;3,25E-01;2,55E+00;3,92E-01;9,07E-01;1,81E-01;1,52E+02;7,35E-02;6,10E+01;1,18E+02;1,37E+00;1,10E+06;1,40E+02;-2,17E-01;-9,54E-01;0,00E+00;1,00E+00;6;0;8,75;8,75;3
H. aureum;Large;25;S;F. Intermedio;H. aureum Large;HOGH25.jpg;3,26E-02;1,93E+01;2,64E-01;1,89E-01;2,59E-01;1,86E-01;1,52E+00;8,37E-02;8,48E-02;3,34E-01;2,30E-01;3,06E-01;1,36E-01;1,53E+02;1,78E-01;2,26E+00;4,43E-01;7,01E-01;3,56E-01;1,60E+02;1,77E-01;7,60E+01;1,44E+02;2,62E+00;2,16E+06;7,60E+01;1,41E+00;3,90E+00;0,00E+00;1,00E+00;HOGS25.jpg;1,99E-02;3,23E+01;1,98E-01;1,30E-01;1,99E-01;1,29E-01;1,10E+00;6,26E-02;4,03E-02;2,90E-01;1,69E-01;2,46E-01;1,03E-01;1,19E+01;2,05E-01;2,39E+00;4,19E-01;6,05E-01;2,91E-01;5,51E+00;1,50E-01;5,60E+01;8,10E+01;2,51E+00;2,01E+06;1,24E+02;1,52E-02;-1,42E-01;0,00E+00;1,00E+00;6;22;7,75;7,75;3
H. aureum;Large;26;S;F. Intermedio;H. aureum Large;HOGH26.jpg;3,09E-02;2,50E+01;2,25E-01;2,00E-01;2,06E-01;2,08E-01;1,28E+00;8,69E-02;1,07E-01;2,81E-01;1,86E-01;2,62E-01;1,50E-01;1,72E+01;2,35E-01;1,75E+00;5,73E-01;8,75E-01;2,90E-01;1,46E+01;1,71E-01;8,10E+01;2,45E+02;1,92E+00;1,67E+06;5,40E+01;1,91E+00;3,74E+00;0,00E+00;1,00E+00;HOGS26.jpg;1,45E-02;3,60E+01;1,87E-01;1,63E-01;1,86E-01;1,61E-01;8,52E-01;5,99E-02;1,09E-01;2,45E-01;1,10E-01;2,36E-01;7,82E-02;1,07E+01;2,50E-01;3,01E+00;3,32E-01;7,11E-01;2,59E-01;1,94E+01;1,01E-01;5,50E+01;1,94E+02;1,91E+00;1,61E+06;1,27E+02;2,57E-01;-8,12E-01;0,00E+00;1,00E+00;6;15;7,75;7,75;3
H. aureum;Large;27;S;F. Intermedio;H. aureum Large;HOGH27.jpg;2,30E-02;2,54E+01;2,10E-01;1,76E-01;2,00E-01;1,78E-01;1,11E+00;7,18E-02;1,14E-01;2,83E-01;1,75E-01;2,24E-01;1,31E-01;1,33E+01;2,35E-01;1,71E+00;5,85E-01;7,32E-01;2,84E-01;4,76E+00;1,64E-01;6,40E+01;1,63E+02;2,21E+00;1,76E+06;9,30E+01;1,10E+00;2,46E+00;0,00E+00;1,00E+00;HOGS27.jpg;1,48E-02;2,85E+01;1,89E-01;1,38E-01;1,81E-01;1,33E-01;9,84E-01;6,18E-02;6,95E-02;2,55E-01;1,26E-01;2,39E-01;7,88E-02;1,63E+02;1,92E-01;3,03E+00;3,30E-01;7,54E-01;2,58E-01;1,71E+02;9,51E-02;5,60E+01;1,00E+02;1,37E+00;1,12E+06;9,10E+01;1,80E-02;-4,14E-01;0,00E+00;1,00E+00;5;17;6,75;6,75;3
H. aureum;Large;28;S;F. Apical;H. aureum Large;HOGH28.jpg;3,79E-02;1,82E+01;3,01E-01;1,76E-01;3,00E-01;1,71E-01;2,31E+00;7,21E-02;1,00E-01;4,52E-01;1,77E-01;4,25E-01;1,14E-01;1,75E+02;8,89E-02;3,75E+00;2,67E-01;6,29E-01;4,56E-01;1,73E+02;1,76E-01;6,40E+01;1,11E+02;2,57E+00;2,02E+06;6,40E+01;9,66E-01;1,57E+00;0,00E+00;1,00E+00;HOGS28.jpg;1,61E-02;1,94E+01;2,33E-01;1,55E-01;2,29E-01;1,50E-01;9,82E-01;7,72E-02;7,28E-02;3,11E-01;2,16E-01;3,10E-01;6,60E-02;1,47E+02;2,09E-01;4,70E+00;2,13E-01;6,45E-01;3,57E-01;1,51E+02;9,04E-02;7,00E+01;9,60E+01;1,32E+00;1,08E+06;8,20E+01;2,42E-02;3,96E-02;0,00E+00;1,00E+00;6;34;8;8;2
H. aureum;Large;29;S;F. Apical;H. aureum Large;HOGH29.jpg;2,28E-02;2,95E+01;2,65E-01;1,57E-01;2,38E-01;1,67E-01;1,31E+00;7,37E-02;4,95E-02;3,65E-01;2,08E-01;3,10E-01;9,38E-02;1,64E+01;1,67E-01;3,30E+00;3,03E-01;5,71E-01;3,74E-01;1,29E+01;1,48E-01;6,70E+01;2,28E+02;1,83E+00;1,51E+06;7,10E+01;1,10E+00;1,08E+00;0,00E+00;1,00E+00;HOGS29.jpg;1,40E-02;2,43E+01;2,16E-01;1,23E-01;2,08E-01;1,19E-01;9,73E-01;5,48E-02;6,35E-02;3,07E-01;1,34E-01;2,81E-01;6,35E-02;1,62E+02;1,86E-01;4,42E+00;2,26E-01;7,16E-01;3,28E-01;1,59E+02;9,48E-02;5,00E+01;7,00E+01;1,42E+00;1,18E+06;1,00E+02;2,83E-02;-8,11E-01;0,00E+00;1,00E+00;6;30;7,75;7,75;3
H. aureum;Large;30;S;F. Apical;H. aureum Large;HOGH30.jpg;4,72E-02;2,86E+01;3,11E-01;1,70E-01;3,08E-01;1,63E-01;1,94E+00;7,06E-02;8,07E-02;5,10E-01;1,66E-01;4,69E-01;1,28E-01;1,77E+02;1,57E-01;3,67E+00;2,73E-01;7,78E-01;5,10E-01;8,81E-01;1,65E-01;6,30E+01;1,39E+02;3,89E+00;3,10E+06;7,60E+01;1,39E+00;3,02E+00;0,00E+00;1,00E+00;HOGS30.jpg;2,23E-02;2,79E+01;2,16E-01;1,28E-01;2,10E-01;1,24E-01;1,14E+00;1,98E-02;5,84E-02;4,35E-01;1,46E-01;3,40E-01;8,35E-02;3,74E+00;2,17E-01;4,08E+00;2,45E-01;6,05E-01;4,37E-01;4,92E+00;1,32E-01;1,80E+01;1,85E+02;2,06E+00;1,70E+06;9,10E+01;4,06E-02;-6,54E-01;0,00E+00;1,00E+00;6;36;7,75;7,75;3
H. aureum;Medium;1;L;F. Apical;H. aureum Medium;HOMH1.jpg;3,49E-03;3,68E+01;1,80E-01;1,17E-01;1,79E-01;1,20E-01;2,86E-01;1,35E-01;7,65E-02;1,10E-01;7,65E-02;1,09E-01;4,09E-02;3,09E+01;5,35E-01;2,66E+00;3,76E-01;8,97E-01;1,26E-01;2,87E+01;4,87E-02;1,32E+02;1,34E+02;4,61E-01;4,43E+05;1,25E+02;5,05E-01;-5,20E-02;0,00E+00;1,00E+00;HOMS1.jpg;2,41E-03;2,85E+01;9,73E-02;6,86E-02;9,65E-02;6,90E-02;3,21E-01;4,93E-02;4,32E-02;1,44E-01;4,62E-02;1,15E-01;2,67E-02;1,09E+01;2,94E-01;4,30E+00;2,33E-01;7,93E-01;1,46E-01;1,03E+01;3,21E-02;4,90E+01;6,90E+01;3,66E-01;3,63E+05;1,53E+02;-7,36E-01;7,15E-01;0,00E+00;1,00E+00;6;0;5,5;5,5;2
H. aureum;Medium;2;S;F. Intermedio;H. aureum Medium;HOMH2.jpg;6,99E-03;3,46E+01;1,35E-01;1,09E-01;1,32E-01;1,06E-01;7,80E-01;5,27E-02;6,99E-02;1,65E-01;1,07E-01;1,48E-01;6,04E-02;1,56E+02;1,45E-01;2,44E+00;4,09E-01;6,53E-01;1,71E-01;1,64E+02;8,90E-02;5,50E+01;1,07E+02;9,28E-01;1,01E+06;1,32E+02;-1,45E-01;-4,25E-01;0,00E+00;1,00E+00;HOMS2.jpg;5,53E-03;4,31E+01;1,79E-01;1,48E-01;1,78E-01;1,46E-01;5,90E-01;1,01E-01;1,12E-01;1,63E-01;7,05E-02;1,51E-01;4,68E-02;1,77E+02;2,00E-01;3,22E+00;3,11E-01;7,07E-01;1,64E-01;5,29E+00;6,64E-02;1,00E+02;1,73E+02;8,99E-01;8,86E+05;1,68E+02;-3,43E-01;-5,76E-01;0,00E+00;1,00E+00;6;6;8,25;8,25;1
H. aureum;Medium;3;S;F. Intermedio;H. aureum Medium;HOMH3.jpg;1,10E-02;3,75E+01;1,33E-01;1,24E-01;1,22E-01;1,28E-01;7,88E-01;4,52E-02;5,70E-02;1,66E-01;1,25E-01;1,41E-01;9,90E-02;1,51E+01;2,23E-01;1,43E+00;7,01E-01;7,08E-01;1,69E-01;1,14E+01;1,17E-01;4,60E+01;1,64E+02;8,91E-01;9,23E+05;7,80E+01;9,84E-01;1,15E+00;0,00E+00;1,00E+00;HOMS3.jpg;6,52E-03;2,25E+01;1,03E-01;1,34E-01;9,98E-02;1,29E-01;4,53E-01;6,05E-02;5,66E-02;8,93E-02;1,45E-01;1,43E-01;5,82E-02;1,15E+02;4,00E-01;2,45E+00;4,09E-01;8,79E-01;1,61E-01;1,16E+02;6,55E-02;7,20E+01;5,80E+01;5,58E-01;5,67E+05;8,70E+01;-2,06E-01;1,23E-01;0,00E+00;1,00E+00;6;10;7,75;7,75;3
H. aureum;Medium;4;L;F. Apical;H. aureum Medium;HOMH4.jpg;3,97E-03;4,16E+01;1,50E-01;1,20E-01;1,51E-01;1,19E-01;5,44E-01;6,49E-02;6,69E-02;1,74E-01;1,56E-01;1,62E-01;3,13E-02;3,72E+01;1,69E-01;5,17E+00;1,93E-01;5,40E-01;2,34E-01;4,18E+01;4,93E-02;6,70E+01;2,30E+02;5,98E-01;6,37E+05;1,53E+02;-4,11E-01;-6,19E-01;0,00E+00;1,00E+00;HOMS4.jpg;3,62E-03;3,18E+01;1,49E-01;1,55E-01;1,51E-01;1,55E-01;4,87E-01;6,53E-02;1,36E-01;2,29E-01;4,06E-02;1,65E-01;2,79E-02;3,04E+00;1,92E-01;5,91E+00;1,69E-01;6,00E-01;2,29E-01;1,78E+02;3,95E-02;6,60E+01;1,64E+02;5,48E-01;5,59E+05;1,56E+02;-6,84E-01;6,48E-01;0,00E+00;1,00E+00;6;0;5,5;5,5;2
H. aureum;Medium;5;S;F. Intermedio;H. aureum Medium;HOMH5.jpg;2,08E-02;2,47E+01;2,44E-01;2,12E-01;2,38E-01;2,12E-01;1,21E+00;6,63E-02;1,52E-01;3,40E-01;1,12E-01;3,42E-01;7,73E-02;1,14E+01;1,78E-01;4,42E+00;2,26E-01;8,69E-01;3,50E-01;1,42E+01;8,75E-02;6,50E+01;2,52E+02;2,23E+00;2,15E+06;1,07E+02;2,98E-02;6,05E-01;0,00E+00;1,00E+00;HOMS5.jpg;1,10E-02;3,03E+01;1,87E-01;1,43E-01;1,87E-01;1,43E-01;7,49E-01;4,13E-02;1,03E-01;3,01E-01;7,37E-02;2,91E-01;4,81E-02;1,76E+02;2,47E-01;6,06E+00;1,65E-01;7,12E-01;3,01E-01;0,00E+00;6,58E-02;4,20E+01;1,53E+02;1,59E+00;1,65E+06;1,45E+02;-2,63E-01;-1,45E-01;0,00E+00;1,00E+00;4;28;5,75;5,75;3
H. aureum;Medium;6;S;F. Intermedio;H. aureum Medium;HOMH6.jpg;1,42E-02;3,48E+01;1,47E-01;1,90E-01;1,38E-01;1,93E-01;8,69E-01;4,77E-02;1,01E-01;1,92E-01;1,59E-01;1,46E-01;1,24E-01;1,78E+02;2,37E-01;1,18E+00;8,46E-01;6,95E-01;1,97E-01;1,55E+02;1,50E-01;6,00E+01;1,32E+02;1,59E+00;1,61E+06;1,08E+02;3,38E-01;-6,33E-01;0,00E+00;1,00E+00;HOMS6.jpg;8,63E-03;4,05E+01;1,60E-01;9,37E-02;1,51E-01;9,36E-02;7,37E-01;5,68E-02;5,99E-02;1,99E-01;6,92E-02;1,86E-01;5,93E-02;2,42E+00;2,00E-01;3,13E+00;3,19E-01;8,72E-01;1,99E-01;1,78E+02;6,12E-02;5,50E+01;8,90E+01;1,19E+00;1,11E+06;1,42E+02;-1,18E-01;-8,04E-01;0,00E+00;1,00E+00;6;10;8;8;2
H. aureum;Medium;7;S;F. Intermedio;H. aureum Medium;HOMH7.jpg;1,91E-03;2,14E+01;1,64E-01;1,32E-01;1,64E-01;1,33E-01;2,14E-01;1,32E-01;1,05E-01;6,74E-02;5,23E-02;6,96E-02;3,49E-02;1,51E+02;5,24E-01;2,00E+00;5,01E-01;8,94E-01;7,13E-02;1,50E+02;3,57E-02;1,35E+02;1,08E+02;2,00E-01;1,98E+05;1,03E+02;4,21E-01;9,53E-01;0,00E+00;1,00E+00;HOMS7.jpg;1,77E-03;1,94E+01;1,39E-01;9,04E-02;1,39E-01;8,98E-02;1,83E-01;1,06E-01;6,54E-02;6,04E-02;4,83E-02;6,24E-02;3,62E-02;1,50E+02;6,68E-01;1,72E+00;5,80E-01;9,25E-01;6,79E-02;1,53E+02;3,75E-02;1,05E+02;7,70E+01;1,80E-01;1,78E+05;1,05E+02;-6,87E-01;3,12E-01;0,00E+00;1,00E+00;6;2;8,25;8,25;1
H. aureum;Medium;8;L;F. Intermedio;H. aureum Medium;HOMH8.jpg;3,70E-03;1,59E+01;1,48E-01;1,08E-01;1,49E-01;1,09E-01;3,00E-01;9,05E-02;6,16E-02;1,10E-01;8,35E-02;1,01E-01;4,67E-02;1,52E+02;5,17E-01;2,16E+00;4,63E-01;8,63E-01;1,17E-01;1,60E+02;5,69E-02;9,10E+01;9,60E+01;3,26E-01;3,30E+05;8,60E+01;3,08E+00;2,76E+01;0,00E+00;1,00E+00;HOMS8.jpg;2,89E-03;2,36E+01;1,21E-01;1,04E-01;1,21E-01;1,03E-01;3,14E-01;6,96E-02;7,94E-02;1,13E-01;4,51E-02;9,93E-02;3,71E-02;1,72E+02;3,68E-01;2,68E+00;3,73E-01;8,76E-01;1,15E-01;1,69E+02;4,48E-02;7,10E+01;8,80E+01;3,98E-01;4,15E+05;1,39E+02;-4,61E-01;1,14E+00;0,00E+00;1,00E+00;0;0;0;0;3
H. aureum;Medium;9;S;햜ice;H. aureum Medium;HOMH9.jpg;1,26E-02;3,73E+01;2,12E-01;1,59E-01;2,15E-01;1,59E-01;1,16E+00;1,02E-01;9,04E-02;2,41E-01;1,20E-01;2,07E-01;7,76E-02;1,65E+02;1,19E-01;2,66E+00;3,76E-01;6,79E-01;2,49E-01;1,66E+02;1,17E-01;1,03E+02;1,31E+02;1,60E+00;1,62E+06;1,24E+02;3,41E-01;-1,31E-02;0,00E+00;1,00E+00;HOMS9.jpg;8,52E-03;4,42E+01;1,68E-01;1,17E-01;1,58E-01;1,15E-01;5,30E-01;5,59E-02;8,64E-02;2,12E-01;6,00E-02;2,13E-01;5,10E-02;1,76E+02;3,81E-01;4,18E+00;2,39E-01;8,62E-01;2,13E-01;1,78E+02;5,49E-02;5,50E+01;1,18E+02;1,17E+00;1,13E+06;1,36E+02;2,63E-02;-1,20E+00;0,00E+00;1,00E+00;6;1;10,25;10,25;1
H. aureum;Medium;10;S;F. Intermedio;H. aureum Medium;HOMH10.jpg;1,39E-02;2,57E+01;1,42E-01;1,08E-01;1,44E-01;1,11E-01;5,36E-01;5,33E-02;4,83E-02;2,05E-01;1,07E-01;2,01E-01;8,81E-02;1,75E+02;6,06E-01;2,28E+00;4,39E-01;9,02E-01;2,06E-01;1,72E+02;9,72E-02;5,40E+01;6,90E+01;9,72E-01;9,61E+05;6,40E+01;2,30E+00;8,82E+00;0,00E+00;1,00E+00;HOMS10.jpg;4,32E-03;3,31E+01;1,31E-01;9,03E-02;1,26E-01;9,06E-02;4,10E-01;4,67E-02;5,96E-02;1,67E-01;5,77E-02;1,63E-01;3,37E-02;1,10E+01;3,23E-01;4,83E+00;2,07E-01;7,91E-01;1,67E-01;2,73E+00;4,11E-02;4,70E+01;1,04E+02;5,78E-01;5,85E+05;1,39E+02;-3,67E-01;-3,26E-01;0,00E+00;1,00E+00;6;19;8;9,5;2
H. aureum;Medium;11;S;F. Apical;H. aureum Medium;HOMH11.jpg;9,42E-03;2,72E+01;1,62E-01;1,40E-01;1,59E-01;1,43E-01;9,80E-01;7,64E-02;9,05E-02;1,64E-01;1,10E-01;1,59E-01;7,54E-02;1,74E+01;1,23E-01;2,11E+00;4,74E-01;6,68E-01;1,77E-01;3,18E+01;9,99E-02;8,80E+01;1,95E+02;9,81E-01;9,70E+05;9,70E+01;9,37E-01;1,29E+00;0,00E+00;1,00E+00;HOMS11.jpg;4,23E-03;2,37E+01;1,53E-01;1,92E-01;1,49E-01;1,87E-01;4,08E-01;7,73E-02;1,34E-01;1,30E-01;1,22E-01;1,61E-01;3,35E-02;1,35E+02;3,19E-01;4,79E+00;2,09E-01;7,92E-01;1,68E-01;1,36E+02;4,05E-02;8,10E+01;1,35E+02;4,20E-01;4,06E+05;9,30E+01;6,55E-01;1,38E-01;0,00E+00;1,00E+00;6;14;8,25;8,25;1
H. aureum;Medium;12;S;Macho Enano;H. aureum Medium;HOMH12.jpg;3,58E-03;3,42E+01;1,40E-01;1,12E-01;1,40E-01;1,11E-01;4,09E-01;7,44E-02;7,44E-02;1,25E-01;8,34E-02;1,25E-01;3,64E-02;3,09E+01;2,70E-01;3,43E+00;2,91E-01;7,81E-01;1,31E-01;1,79E+01;4,28E-02;7,40E+01;1,30E+02;4,95E-01;4,90E+05;1,39E+02;3,04E-02;2,34E-02;0,00E+00;1,00E+00;HOMS12.jpg;2,58E-03;3,11E+01;1,18E-01;1,55E-01;1,21E-01;1,55E-01;3,97E-01;6,31E-02;1,31E-01;1,20E-01;4,68E-02;1,08E-01;3,04E-02;1,76E+02;2,06E-01;3,55E+00;2,82E-01;6,35E-01;1,21E-01;5,33E+00;4,63E-02;6,20E+01;1,66E+02;2,87E-01;2,77E+05;1,11E+02;3,25E-02;-3,02E-01;0,00E+00;1,00E+00;6;0;7;8,5;2
H. aureum;Medium;13;L;F. Apical;H. aureum Medium;HOMH13.jpg;3,81E-03;1,95E+01;1,34E-01;1,67E-01;1,32E-01;1,67E-01;4,02E-01;4,43E-02;1,10E-01;1,63E-01;9,05E-02;1,26E-01;3,84E-02;2,63E+01;2,96E-01;3,29E+00;3,04E-01;6,74E-01;1,79E-01;2,43E+01;5,90E-02;4,40E+01;1,82E+02;2,76E-01;2,72E+05;7,00E+01;2,95E+00;1,79E+01;0,00E+00;1,00E+00;HOMS13.jpg;2,51E-03;3,99E+01;2,12E-01;1,14E-01;2,13E-01;1,14E-01;3,76E-01;1,13E-01;9,13E-02;1,75E-01;4,07E-02;1,32E-01;2,42E-02;1,13E+01;2,24E-01;5,46E+00;1,83E-01;7,65E-01;1,77E-01;9,67E+00;3,26E-02;1,14E+02;1,24E+02;3,44E-01;3,49E+05;1,35E+02;-4,80E-02;-6,08E-02;0,00E+00;1,00E+00;6;0;5,25;5,25;3
